Word,Valence,LR_switch,finger_switch,rha,word_length,letter_freq
parley,-1,4,5,0,6,5.797333333
hating,-3,3,5,0,6,6.507833333
heroic,3,3,5,0,6,7.006333333
prblms,-2,3,4,0,6,3.694333333
hailed,2,3,4,0,6,7.0345
haunts,-1,3,4,0,6,6.525166667
ignore,-1,3,5,0,6,6.987666667
jailed,-2,3,4,0,6,6.044333333
pained,-2,3,4,0,6,6.794333333
panics,-3,3,5,0,6,5.486666667
hurrah,5,2,3,0,6,5.847833333
misery,-2,2,5,0,6,6.060333333
outcry,-2,2,5,0,6,5.010666667
uneasy,-2,2,4,0,6,6.446166667
insane,-2,3,5,0,6,7.943333333
loathe,-3,3,4,0,6,7.925166667
unfair,-2,3,4,0,6,5.475833333
invite,1,3,5,0,6,7.236166667
moaned,-2,3,4,0,6,6.964
mocked,-2,3,4,0,6,5.070333333
piqued,-2,3,4,0,6,4.783833333
pitied,-1,3,4,0,6,6.978666667
unsure,-1,3,4,0,6,6.2135
honest,2,1,5,0,6,8.0725
hunger,-2,1,3,0,6,6.050833333
kinder,2,1,3,0,6,6.238166667
looses,-3,1,3,0,6,7.399166667
poised,-2,1,4,0,6,6.614
poorer,-2,1,4,0,6,6.9365
united,1,1,3,0,6,7.080666667
dismal,-2,5,5,0,6,5.357333333
hahaha,3,5,5,0,6,7.1305
laughs,1,5,5,0,6,4.897666667
droopy,-2,1,4,2,6,4.8595
felony,-3,1,3,2,6,5.864166667
frikin,-2,1,2,2,6,4.944666667
sinful,-3,3,5,2,6,4.842166667
solemn,-1,3,3,2,6,6.619333333
thorny,-2,3,4,2,6,6.227833333
winwin,3,3,5,2,6,5.358333333
guilty,-3,3,5,2,6,4.465666667
sullen,-2,3,4,2,6,6.097666667
commit,1,2,4,2,6,5.187166667
enjoys,2,2,4,2,6,5.902
fuking,-4,2,4,2,6,3.581333333
fuming,-2,2,4,2,6,3.853666667
gloomy,-2,1,2,4,6,4.239
woohoo,3,1,3,4,6,6.413666667
jaunty,2,4,4,2,6,4.8095
ironic,-1,3,5,2,6,6.1595
jovial,2,4,5,2,6,4.632666667
hiding,-1,3,5,2,6,5.507166667
insult,-2,3,5,2,6,5.980166667
losing,-3,3,4,2,6,5.598166667
loving,2,3,4,2,6,4.706666667
mourns,-2,3,5,2,6,5.289
phobic,-2,3,5,2,6,4.461666667
joyful,3,2,5,4,6,3.1075
lonely,-2,2,4,4,6,6.163666667
pileup,-1,2,5,4,6,5.0515
poison,-2,2,5,4,6,6.164166667
impose,-1,1,5,2,6,6.306166667
killed,-3,1,2,2,6,5.457166667
limits,-1,1,5,2,6,5.957666667
loomed,-1,1,2,2,6,6.4
unjust,-2,1,2,2,6,4.6335
injury,-2,2,3,4,6,4.097833333
punish,-2,2,4,4,6,5.137166667
honour,2,1,5,4,6,6.100333333
hoping,2,1,5,4,6,5.21
humour,2,1,3,4,6,4.585
immune,1,1,2,4,6,5.6645
joyous,3,1,5,4,6,4.371
moping,-1,1,5,4,6,4.595333333
arrests,-2,0,5,-7,7,7.793285714
attract,1,0,4,-7,7,7.467285714
averted,-1,0,4,-7,7,7.692142857
awarded,3,0,4,-7,7,6.555571429
bastard,-5,0,6,-7,7,6.207
bereave,-2,0,6,-7,7,7.818571429
defects,-3,0,4,-7,7,7.15
degrade,-2,0,3,-7,7,7.154142857
dragged,-1,0,4,-7,7,5.627428571
dreaded,-2,0,4,-7,7,7.473857143
greater,3,0,5,-7,7,8.088
greeted,1,0,3,-7,7,8.488142857
regrets,-2,0,5,-7,7,7.825142857
retreat,-1,0,5,-7,7,9.093857143
revered,2,0,5,-7,7,7.901571429
rewards,2,0,6,-7,7,6.540428571
screwed,-2,0,5,-7,7,6.730428571
stabbed,-2,0,4,-7,7,6.212714286
starved,-2,0,4,-7,7,6.781428571
starves,-2,0,5,-7,7,7.077714286
warfare,-2,0,5,-7,7,6.514
tension,-1,3,6,1,7,8.008
ability,2,3,6,1,7,5.520857143
bailout,-2,2,5,1,7,5.710142857
calming,2,2,6,1,7,4.73
anguish,-3,5,6,1,7,5.582285714
roflmao,4,5,6,1,7,5.403857143
anxious,-2,4,6,1,7,5.517714286
blaming,-2,4,6,1,7,4.545714286
cynical,-2,3,5,1,7,4.777857143
applaud,2,4,5,1,7,4.461142857
buoyant,2,4,6,1,7,5.386142857
commend,2,4,5,1,7,5.543571429
violent,-3,4,5,1,7,6.854714286
annoyed,-2,2,4,1,7,6.871571429
bullied,-2,2,4,1,7,5.174428571
apology,-1,3,4,3,7,4.732
legally,1,2,5,1,7,5.276142857
tragedy,-2,1,4,-5,7,6.307714286
attacks,-1,2,5,-5,7,6.332428571
betrays,-3,2,5,-5,7,6.529285714
fervent,2,2,5,-5,7,7.200285714
screams,-2,2,6,-5,7,6.385428571
bargain,2,1,5,-3,7,5.649
careful,2,1,6,-3,7,5.521285714
certain,1,1,4,-3,7,7.487
destroy,-3,1,4,-3,7,6.829428571
fearful,-2,1,5,-3,7,5.442142857
freedom,2,1,3,-3,7,6.826428571
rageful,-2,1,6,-3,7,5.411714286
restful,2,1,5,-3,7,6.154714286
treason,-3,1,5,-3,7,8.070714286
accepts,1,2,4,-5,7,6.249285714
barrier,-2,2,5,-5,7,6.755428571
battles,-1,2,5,-5,7,7.260714286
crazier,-2,2,5,-5,7,6.095
deceive,-3,2,3,-5,7,7.583571429
escapes,-1,2,6,-5,7,7.276571429
extends,1,2,6,-5,7,7.419857143
faggots,-3,2,5,-5,7,5.330714286
fascist,-2,2,6,-5,7,5.979
festive,2,2,6,-5,7,7.279857143
reached,1,2,5,-5,7,7.526714286
reaches,1,2,6,-5,7,7.823
rescued,2,2,5,-5,7,6.787285714
rescues,2,2,6,-5,7,7.083571429
restore,1,2,6,-5,7,8.609714286
revenge,-2,2,6,-5,7,7.690714286
strange,-1,2,5,-5,7,7.286142857
verdict,-1,2,6,-5,7,6.103428571
awesome,4,2,6,-3,7,7.453
beating,-1,2,6,-3,7,6.735285714
derails,-2,2,5,-3,7,6.918142857
fearing,-2,2,6,-3,7,6.402
wasting,-2,2,6,-3,7,5.948571429
accused,-2,2,4,-5,7,5.681571429
accuses,-2,2,5,-5,7,5.977857143
awaited,-1,2,5,-5,7,7.381571429
darkest,-2,2,6,-5,7,6.752
derided,-2,2,3,-5,7,7.302285714
derides,-2,2,4,-5,7,7.598571429
desired,2,2,4,-5,7,7.598571429
devoted,3,2,4,-5,7,7.350142857
earnest,2,2,6,-5,7,8.812857143
excited,3,2,5,-5,7,6.944428571
favored,2,2,5,-5,7,5.974571429
granted,1,2,4,-5,7,6.989857143
racists,-3,2,6,-5,7,6.516
refused,-2,2,5,-5,7,6.708142857
revives,2,2,6,-5,7,6.662857143
secured,2,2,4,-5,7,6.787285714
secures,2,2,5,-5,7,7.083571429
seduced,-1,2,3,-5,7,6.539571429
scandal,-3,3,6,-3,7,5.781428571
defiant,-1,4,5,-3,7,7.160142857
deficit,-2,4,5,-3,7,6.421857143
despair,-3,4,5,-3,7,6.618714286
fatigue,-2,4,6,-3,7,6.270285714
frantic,-1,4,5,-3,7,5.990714286
resigns,-1,4,6,-3,7,6.724714286
abandon,-2,3,6,-1,7,6.154857143
wealthy,2,3,5,-1,7,6.339714286
absolve,2,2,5,-3,7,5.885428571
acquits,2,2,6,-3,7,5.164428571
drained,-2,2,5,-3,7,7.011
exclude,-1,2,5,-3,7,5.624571429
resolve,2,2,5,-3,7,7.175428571
stalled,-2,2,4,-3,7,6.936428571
strikes,-1,2,4,-3,7,6.876714286
trapped,-2,2,3,-3,7,6.289
zealots,-2,2,5,-3,7,6.836857143
asshole,-4,2,4,-1,7,7.307
astound,3,2,5,-1,7,6.402428571
backing,2,2,5,-1,7,4.134714286
feeling,1,2,5,-1,7,6.769571429
stamina,2,2,6,-1,7,6.834
warning,-3,2,6,-1,7,5.570428571
weeping,-2,2,5,-1,7,6.489
zealous,2,2,5,-1,7,5.937142857
awkward,-2,2,6,-5,7,4.580857143
damages,-3,2,6,-5,7,6.291
dejects,-2,2,4,-5,7,6.853571429
grieved,-2,2,4,-5,7,6.514714286
ranters,-3,2,6,-5,7,7.853571429
rejects,-1,2,5,-5,7,7.101285714
relaxed,2,2,5,-5,7,6.855142857
trusted,2,2,4,-5,7,7.162714286
benefit,2,4,6,-3,7,7.413571429
cancels,-1,4,5,-3,7,6.219142857
capable,1,4,6,-3,7,5.609142857
swiftly,2,3,4,-1,7,4.705142857
abusive,-3,4,6,-3,7,5.627142857
ashamed,-2,4,5,-3,7,6.873714286
censors,-2,4,5,-3,7,6.911571429
critics,-2,4,6,-3,7,5.838
crushed,-2,4,5,-3,7,5.843285714
crushes,-1,4,6,-3,7,6.139571429
delayed,-1,4,4,-3,7,6.868
demands,-1,4,5,-3,7,6.408142857
drowned,-2,4,5,-3,7,6.258714286
expands,1,4,6,-3,7,5.753857143
rapture,2,4,6,-3,7,6.655142857
stifled,-1,4,5,-3,7,6.508142857
tricked,-2,4,4,-3,7,6.074
cruelty,-3,5,6,-1,7,5.612
falsify,-3,5,6,-1,7,4.559285714
selfish,-3,5,6,-1,7,6.381285714
growing,1,4,5,-1,7,4.799857143
welcome,2,4,6,-1,7,6.354857143
admired,3,2,5,-3,7,6.390571429
admires,3,2,6,-3,7,6.686857143
avoided,-1,2,4,-3,7,6.403714286
beloved,3,2,4,-3,7,6.237
deniers,-2,2,5,-3,7,7.955142857
exposed,-1,2,5,-3,7,6.51
exposes,-1,2,6,-3,7,6.806285714
relieve,1,2,6,-3,7,8.008857143
remorse,-2,2,6,-3,7,7.659714286
scumbag,-4,2,5,-3,7,3.706714286
wronged,-2,2,5,-3,7,5.939
ethical,2,3,6,-1,7,7.113142857
delight,3,4,5,-1,7,6.444428571
gallant,3,4,5,-1,7,6.029142857
reliant,2,4,6,-1,7,7.664571429
salient,1,4,6,-1,7,7.713142857
swindle,-3,4,5,-1,7,6.197428571
trouble,-2,4,5,-1,7,6.218142857
agonise,-3,2,6,-1,7,7.204714286
agonize,-3,2,6,-1,7,6.311428571
failure,-2,2,6,-1,7,6.119
rejoice,4,2,5,-1,7,6.971285714
repulse,-1,2,6,-1,7,6.632857143
stopped,-1,2,4,-1,7,6.243285714
stunned,-2,2,3,-1,7,6.942
bizarre,-2,2,4,-5,7,5.910714286
blesses,2,2,5,-5,7,7.128857143
charged,-3,2,4,-5,7,6
charges,-2,2,5,-5,7,6.296285714
cheated,-3,2,5,-5,7,7.965142857
cheater,-3,2,6,-5,7,8.212857143
cheered,2,2,4,-5,7,8.174571429
cleared,1,2,5,-5,7,7.231142857
coerced,-2,2,4,-5,7,6.959285714
discard,-1,2,6,-5,7,5.533571429
embrace,1,2,4,-5,7,6.605428571
engages,1,2,6,-5,7,7.239571429
enraged,-2,2,5,-5,7,7.510714286
enrages,-2,2,6,-5,7,7.807
smarter,2,2,5,-5,7,7.233142857
success,2,2,3,-5,7,5.715
suffers,-2,2,5,-5,7,5.508142857
threats,-2,2,6,-5,7,8.198428571
thwarts,-2,2,5,-5,7,6.721
fidgety,-2,3,6,-3,7,5.599142857
slavery,-3,3,6,-3,7,5.737142857
burdens,-2,4,5,-3,7,5.752571429
elegant,2,4,6,-3,7,7.916571429
godsend,4,4,6,-3,7,6.258
vibrant,3,4,5,-3,7,5.627857143
worsens,-3,4,6,-3,7,6.851285714
chagrin,-2,3,5,-1,7,5.537142857
clearly,1,3,6,-1,7,5.666
direful,-3,3,6,-1,7,5.559857143
disdain,-2,3,6,-1,7,6.240142857
gleeful,3,3,5,-1,7,5.779285714
goddamn,-3,3,4,-1,7,5.05
alarmed,-2,4,5,-3,7,6.529571429
bitches,-5,4,6,-3,7,6.488428571
cleaner,2,4,6,-3,7,7.587714286
dirtier,-2,4,5,-3,7,7.416714286
discord,-2,4,6,-3,7,5.439285714
disgust,-3,4,6,-3,7,5.386
distort,-2,4,5,-3,7,7.021714286
disturb,-2,4,5,-3,7,5.262714286
forgive,1,4,5,-3,7,5.483285714
slashed,-2,4,5,-3,7,6.842142857
slashes,-2,4,6,-3,7,7.138428571
torture,-4,4,5,-3,7,7.579
worried,-3,4,4,-3,7,6.537428571
cherish,2,5,6,-1,7,6.707428571
clarity,2,5,6,-1,7,5.565285714
amazing,4,4,5,-1,7,4.934857143
apeshit,-3,4,6,-1,7,7.320142857
cutting,-1,4,5,-1,7,5.626
dodging,-2,4,6,-1,7,4.822571429
sparkle,3,4,6,-1,7,5.701285714
victims,-3,4,6,-1,7,5.068714286
bothers,-2,4,6,-3,7,7.023571429
chances,2,4,5,-3,7,6.514714286
endorse,2,4,6,-3,7,8.032428571
enslave,-2,4,6,-3,7,7.378571429
fitness,1,4,5,-3,7,7.193571429
focused,2,4,5,-3,7,5.508142857
fuckers,-4,4,6,-3,7,4.793714286
suspect,-1,4,5,-3,7,5.983
widowed,-1,4,5,-3,7,5.771571429
anxiety,-2,5,6,-1,7,6.537714286
enthral,3,5,6,-1,7,7.54
chaotic,-2,6,6,-1,7,6.193428571
skeptic,-2,6,6,-1,7,5.790571429
suspend,-1,6,6,-1,7,5.863571429
dispute,-2,4,6,-1,7,6.284428571
enemies,-2,4,6,-1,7,8.650571429
spammer,-3,4,5,-1,7,5.703428571
appease,2,2,5,-3,7,7.417571429
boosted,1,2,4,-3,7,6.977714286
combats,-1,2,6,-3,7,5.391
courage,2,2,6,-3,7,5.988285714
doubted,-1,2,4,-3,7,6.003
dumbass,-3,2,4,-3,7,4.532857143
sincere,2,2,5,-3,7,7.745
snubbed,-2,2,3,-3,7,5.110428571
funeral,-1,3,5,-1,7,6.088
consent,2,4,6,-1,7,7.410285714
contend,-1,4,6,-1,7,7.114
condemn,-2,3,4,1,7,6.164
blocked,-1,4,4,-1,7,4.790428571
boycott,-2,4,5,-1,7,5.624857143
comfort,2,4,5,-1,7,5.353285714
confuse,-2,4,6,-1,7,5.864714286
romance,2,4,5,-1,7,6.614285714
shocked,-2,4,5,-1,7,5.776714286
slicker,2,4,6,-1,7,5.651571429
soothed,3,4,4,-1,7,7.635142857
suicide,-2,4,5,-1,7,6.107714286
clouded,-1,2,3,-1,7,5.468571429
violate,-2,2,5,-1,7,7.057285714
matters,1,1,5,-5,7,7.671571429
perfect,3,1,4,-5,7,6.769428571
marvels,3,3,5,-3,7,5.798857143
obscene,-2,3,5,-3,7,7.180142857
paradox,-1,3,6,-3,7,5.165714286
pretend,-1,3,6,-3,7,7.625428571
prevent,-1,3,6,-3,7,7.157571429
hardier,2,3,6,-3,7,7.165142857
harried,-2,3,4,-3,7,7.165142857
harsher,-2,3,6,-3,7,7.336857143
offends,-2,3,5,-3,7,5.999142857
passive,-1,3,5,-3,7,6.199428571
lagging,-2,3,5,-1,7,4.564571429
lawsuit,-2,3,5,-1,7,5.665571429
nervous,-2,3,5,-1,7,6.144
pardons,2,3,6,-1,7,5.845571429
jackass,-4,3,5,-3,7,4.670714286
madness,-3,3,5,-3,7,6.704428571
neglect,-2,3,5,-3,7,7.147285714
praised,3,3,5,-3,7,6.618714286
praises,3,3,6,-3,7,6.915
useless,-2,3,5,-3,7,7.309714286
natural,1,4,6,-1,7,6.415571429
menaced,-2,3,4,-3,7,7.108714286
protect,1,3,5,-3,7,7.002714286
protest,-2,3,6,-3,7,7.509142857
laughed,1,5,5,-1,7,5.716285714
pensive,-1,5,6,-1,7,6.907571429
hapless,-2,3,5,-1,7,6.510142857
haunted,-2,3,4,-1,7,7.111285714
ignored,-2,3,5,-1,7,6.597
ignores,-1,3,6,-1,7,6.893285714
misread,-1,1,6,-3,7,6.686857143
murders,-2,1,4,-3,7,5.774285714
outrage,-3,1,5,-3,7,6.884571429
pleased,3,1,5,-3,7,7.157857143
unaware,-2,1,5,-3,7,6.698571429
poverty,-1,2,5,-1,7,5.733285714
lovable,3,3,5,-1,7,5.556571429
miracle,4,3,6,-1,7,6.147857143
mistake,-2,3,6,-1,7,6.628
intense,1,3,6,-1,7,8.750142857
justice,2,3,4,-1,7,5.820571429
loathed,-3,3,4,-1,7,7.400571429
loathes,-3,3,5,-1,7,7.696857143
puzzled,-2,3,4,-1,7,3.687857143
unclear,-1,3,5,-1,7,6.167142857
impress,3,1,5,-1,7,6.092
poorest,-2,1,5,-1,7,7.287857143
denying,-2,2,4,1,7,5.915428571
exploit,-2,2,5,1,7,6.047857143
failing,-2,2,6,1,7,5.302285714
falling,-1,2,5,1,7,4.882142857
gaining,2,2,6,1,7,5.661
walkout,-2,2,6,1,7,4.949285714
triumph,4,1,4,3,7,5.028
elation,3,3,6,1,7,7.881714286
rotflol,4,3,3,1,7,5.762142857
vitamin,1,3,6,1,7,5.898285714
curious,1,4,6,1,7,5.012142857
diamond,1,4,6,1,7,5.757285714
dislike,-2,4,5,1,7,6.001571429
dubious,-2,4,6,1,7,4.580142857
envious,-2,4,6,1,7,6.283857143
envying,-1,4,6,1,7,5.447571429
fucking,-4,4,5,1,7,3.467142857
furious,-3,4,6,1,7,4.933
quaking,-2,4,5,1,7,3.931714286
vicious,-2,4,6,1,7,4.897714286
visions,1,4,6,1,7,5.974285714
wishing,1,4,6,1,7,5.353857143
dilemma,-1,4,5,1,7,5.846428571
dipshit,-3,4,6,1,7,5.941571429
solving,1,4,5,1,7,4.938142857
touting,-2,4,6,1,7,6.301
fulfill,2,3,5,3,7,3.750714286
collide,-1,2,3,1,7,6.037142857
commits,1,2,5,1,7,5.35
funnier,4,2,4,1,7,6.305571429
support,2,2,4,1,7,5.070428571
foolish,-2,3,4,3,7,5.807714286
choking,-2,2,5,3,7,4.697857143
ruining,-2,2,6,3,7,5.455714286
smiling,2,2,6,3,7,5.064857143
sulking,-2,2,5,3,7,4.230285714
winning,4,2,5,3,7,5.507714286
harmful,-2,4,6,1,7,4.523571429
healthy,2,4,5,1,7,6.873142857
perjury,-3,4,5,1,7,4.498571429
harming,-2,3,6,1,7,5.483428571
jealous,-2,3,5,1,7,5.948428571
offline,-1,3,5,1,7,6.057857143
praying,1,3,6,1,7,4.826714286
hahahah,3,6,6,1,7,6.982428571
penalty,-2,6,6,1,7,6.371714286
problem,-2,6,6,1,7,5.149714286
provoke,-1,5,6,1,7,5.340285714
idiotic,-3,5,6,1,7,6.356571429
lenient,1,5,6,1,7,8.421285714
helpful,2,4,6,3,7,4.823
proudly,2,4,6,3,7,4.061857143
promise,1,3,6,1,7,6.260571429
promote,1,3,6,1,7,6.727714286
helping,2,3,6,3,7,5.782857143
unequal,-1,4,5,1,7,5.322
hostile,-2,3,6,1,7,7.525285714
hurting,-2,3,4,1,7,5.660714286
missing,-2,3,5,1,7,5.393714286
pissing,-3,3,5,1,7,5.325571429
piteous,-2,3,6,1,7,6.749285714
uptight,-2,5,6,1,7,5.410571429
playful,2,4,6,3,7,3.586571429
inspire,2,3,6,1,7,6.803714286
insults,-2,3,6,1,7,6.029714286
jocular,2,3,6,1,7,4.482714286
insipid,-2,3,6,3,7,5.736571429
lurking,-1,3,5,3,7,4.181714286
moaning,-2,3,6,3,7,5.794142857
mocking,-2,3,5,3,7,4.171
luckily,3,2,5,5,7,3.328857143
illegal,-3,2,5,1,7,5.989285714
lunatic,-3,3,5,1,7,5.786142857
hopeful,2,2,6,3,7,5.320428571
improve,2,3,6,1,7,5.496428571
mourned,-2,3,5,1,7,6.051714286
unified,1,3,4,1,7,6.088857143
loyalty,3,4,5,3,7,5.246857143
longing,-1,3,5,3,7,5.146571429
poisons,-2,3,6,3,7,6.187428571
unhappy,-2,2,3,5,7,4.228571429
honored,2,1,5,1,7,7.257
illness,-2,1,4,1,7,6.731571429
imposed,-1,1,5,1,7,6.012857143
imposes,-1,1,6,1,7,6.309142857
injured,-2,1,3,1,7,5.652571429
joyless,-2,1,5,1,7,5.573571429
limited,-1,1,5,1,7,6.624857143
unloved,-2,1,3,1,7,5.567428571
inhibit,-1,3,5,3,7,6.327
pollute,-2,1,4,3,7,6.000285714
popular,3,1,6,3,7,4.614571429
mumpish,-2,2,4,5,7,4.126571429
killing,-3,1,4,5,7,4.502571429
looming,-1,1,4,5,7,5.310714286
ominous,3,1,6,5,7,5.745714286
affected,-1,0,4,-8,8,6.76475
arrested,-3,0,5,-8,8,8.147625
attracts,1,0,5,-8,8,7.32475
bastards,-5,0,7,-8,8,6.222
bereaved,-2,0,6,-8,8,7.372875
bereaves,-2,0,7,-8,8,7.632125
carefree,1,0,5,-8,8,7.907125
defeated,-2,0,5,-8,8,8.257875
degraded,-2,0,3,-8,8,6.7915
degrades,-2,0,4,-8,8,7.05075
greatest,3,0,6,-8,8,8.2515
retarded,-2,0,5,-8,8,7.888375
rewarded,2,0,5,-8,8,7.051375
stressed,-2,0,4,-8,8,7.960125
stupidly,-2,3,7,2,8,4.661
thankful,2,5,7,2,8,4.981125
spamming,-2,4,6,2,8,4.620625
inaction,-2,2,7,2,8,6.86775
mirthful,3,4,6,2,8,4.94
travesty,-2,1,6,-6,8,6.780875
ecstatic,4,2,6,-6,8,7.22975
stressor,-2,2,5,-6,8,7.5275
dreadful,-3,1,7,-4,8,5.546625
grateful,3,1,6,-4,8,5.86725
attacked,-1,2,5,-6,8,6.869375
betrayed,-3,2,5,-6,8,7.041625
creative,2,2,7,-6,8,7.4175
detached,-1,2,5,-6,8,7.501125
esteemed,2,2,5,-6,8,9.10625
reassure,1,2,6,-6,8,7.619625
redeemed,2,2,3,-6,8,8.463375
restrict,-2,2,6,-6,8,7.357875
saddened,-2,2,4,-6,8,7.42575
screamed,-2,2,6,-6,8,6.91575
startled,-2,2,5,-6,8,7.446625
treasure,2,2,6,-6,8,7.96075
betrayal,-3,3,6,-4,8,6.44625
destroys,-3,2,5,-4,8,6.766625
dreading,-2,2,7,-4,8,6.3865
fearsome,-2,2,7,-4,8,7.25325
greeting,1,2,5,-4,8,7.274
starving,-2,2,6,-4,8,5.780625
swearing,-2,2,6,-4,8,6.409125
wavering,-1,2,7,-4,8,5.7405
vexation,-2,1,7,-2,8,6.534375
absentee,-1,2,6,-6,8,8.737125
accepted,1,2,4,-6,8,6.796625
adequate,1,2,6,-6,8,7.2375
advanced,1,2,5,-6,8,6.006375
careless,-2,2,6,-6,8,7.377375
craziest,-2,2,6,-6,8,6.507625
deceived,-3,2,3,-6,8,7.16725
deceives,-3,2,4,-6,8,7.4265
defender,2,2,5,-6,8,7.697
fascists,-2,2,7,-6,8,6.0225
fearless,2,2,6,-6,8,7.308125
restless,-2,2,6,-6,8,7.931625
restored,1,2,6,-6,8,8.065125
restores,1,2,7,-6,8,8.324375
verdicts,-1,2,7,-6,8,6.131375
strength,2,3,5,-4,8,7.24825
beatific,3,4,7,-4,8,6.294875
straight,1,4,6,-4,8,6.7085
terrible,-3,4,6,-4,8,7.364625
terrific,4,4,6,-4,8,6.58425
terribly,-3,3,6,-2,8,6.023625
wrathful,-3,3,7,-2,8,5.084375
derailed,-2,2,5,-4,8,7.381875
detained,-2,2,5,-4,8,8.106
retained,-1,2,6,-4,8,8.32275
deadlock,-2,3,5,-2,8,5.557625
fatality,-3,3,7,-2,8,6.204875
escaping,-1,2,7,-2,8,5.954625
gracious,3,2,6,-2,8,5.313625
reaching,1,2,7,-2,8,6.43275
abducted,-2,2,6,-6,8,5.682875
absorbed,1,2,5,-6,8,5.990875
sabotage,-2,2,7,-6,8,6.929125
accident,-2,4,5,-4,8,6.682125
arrogant,-2,4,6,-4,8,6.704375
scandals,-3,4,7,-4,8,5.849625
struggle,-2,4,5,-4,8,5.610625
beauties,3,4,7,-4,8,7.52125
decisive,1,4,5,-4,8,6.7095
despairs,-3,4,6,-4,8,6.58225
fatigued,-2,4,6,-4,8,6.018125
fatigues,-2,4,7,-4,8,6.277375
favorite,2,4,7,-4,8,6.698875
ratified,2,4,6,-4,8,7.040625
resigned,-1,4,6,-4,8,7.212625
beautify,3,5,7,-2,8,5.667875
casualty,-2,5,7,-2,8,5.407
stricken,-2,5,6,-2,8,6.417625
abandons,-2,4,7,-2,8,6.176375
accusing,-2,4,6,-2,8,4.81825
deriding,-2,4,6,-2,8,6.236375
desirous,2,4,6,-2,8,6.603375
exciting,3,4,7,-2,8,5.92325
granting,1,4,6,-2,8,5.963
refusing,-2,4,7,-2,8,5.7165
absolved,2,2,5,-4,8,5.681375
absolves,2,2,6,-4,8,5.940625
darkness,-1,2,6,-4,8,6.4105
excluded,-2,2,5,-4,8,5.453125
reckless,-2,2,5,-4,8,6.453
resolved,2,2,5,-4,8,6.810125
resolves,2,2,6,-4,8,7.069375
stampede,-2,2,5,-4,8,7.19275
strikers,-2,2,5,-4,8,6.7655
stronger,2,2,6,-4,8,7.04125
weakness,-2,2,6,-4,8,7.01325
debonair,2,4,6,-2,8,6.727875
astounds,3,2,6,-2,8,6.393
resolute,2,2,6,-2,8,7.633
warnings,-3,2,7,-2,8,5.665
dejected,-2,2,4,-6,8,7.325375
rejected,-1,2,5,-6,8,7.542125
adorable,3,4,7,-4,8,6.5375
benefits,2,4,7,-4,8,7.27775
sentence,-2,4,6,-4,8,8.721125
stubborn,-2,5,6,-2,8,5.171
generous,2,4,7,-2,8,7.093375
censored,-2,4,5,-4,8,7.376125
demanded,-1,4,4,-4,8,6.935625
raptured,2,4,6,-4,8,6.354875
