Word,Valence,LR_switch,finger_switch,rha,word_length,letter_freq
raptures,2,4,7,-4,8,6.614125
trickery,-2,5,6,-2,8,5.77825
expelled,-2,4,5,-2,8,6.561
welcomed,2,4,6,-2,8,6.092125
welcomes,2,4,7,-2,8,6.351375
abhorred,-3,2,5,-4,8,6.523625
admitted,-1,2,5,-4,8,7.107375
bankster,-3,2,7,-4,8,6.4065
relieved,2,2,6,-4,8,7.539375
relieves,1,2,7,-4,8,7.798625
validate,1,2,7,-4,8,6.78925
belittle,-2,4,6,-2,8,7.503
exultant,3,4,7,-2,8,6.582875
delights,3,4,6,-2,8,6.42975
swindles,-3,4,6,-2,8,6.213625
troubled,-2,4,5,-2,8,5.9725
troubles,-2,4,6,-2,8,6.23175
agonised,-3,2,6,-2,8,6.83575
agonises,-3,2,7,-2,8,7.095
agonized,-3,2,6,-2,8,6.054125
agonizes,-3,2,7,-2,8,6.313375
failures,-2,2,7,-2,8,6.145
rejoiced,4,2,5,-2,8,6.6315
rejoices,4,2,6,-2,8,6.89075
repulsed,-2,2,6,-2,8,6.335375
cheaters,-3,2,7,-6,8,7.977125
disaster,-2,2,7,-6,8,7.473125
discards,-1,2,7,-6,8,5.63275
disgrace,-2,2,5,-6,8,6.149875
distract,-2,2,6,-6,8,6.57425
distress,-2,2,5,-6,8,7.243125
smartest,2,2,6,-6,8,7.5035
thwarted,-2,2,5,-6,8,7.209375
threaten,-2,3,7,-4,8,8.814125
bitterly,-2,3,6,-2,8,6.40725
boastful,-2,3,6,-2,8,5.195
cheerful,2,3,5,-2,8,6.15975
cowardly,-2,3,7,-2,8,4.631875
burdened,-2,4,5,-4,8,6.362
chastise,-3,4,7,-4,8,7.302625
distrust,-3,4,6,-4,8,6.34125
worsened,-3,4,6,-4,8,7.323375
blessing,3,4,6,-2,8,5.825375
cheering,2,4,6,-2,8,6.999625
enraging,-2,4,7,-2,8,6.41875
sobering,1,4,7,-2,8,6.218125
dirtiest,-2,4,6,-4,8,7.664125
distorts,-2,4,6,-4,8,6.934875
disturbs,-2,4,6,-4,8,5.39575
survived,2,4,5,-4,8,5.118625
tortured,-4,4,5,-4,8,7.16325
tortures,-4,4,6,-4,8,7.4225
survivor,2,6,6,-2,8,4.686
alarmist,-2,4,7,-2,8,6.387625
disguise,-1,4,7,-2,8,6.03925
disquiet,-2,4,7,-2,8,6.140375
sparkles,3,4,7,-2,8,5.7795
bothered,-2,4,6,-4,8,7.474125
cornered,-2,4,6,-4,8,7.333625
disorder,-2,4,6,-4,8,6.74775
downcast,-2,4,7,-4,8,5.900125
endorsed,2,4,6,-4,8,7.56
endorses,2,4,7,-4,8,7.81925
enslaved,-2,4,6,-4,8,6.987875
enslaves,-2,4,7,-4,8,7.247125
fuckface,-4,4,6,-4,8,4.302375
fucktard,-4,4,7,-4,8,4.500375
suspects,-1,4,6,-4,8,6.026
dismayed,-2,6,6,-2,8,5.881
downside,-2,6,6,-2,8,6.389625
entitled,1,6,6,-2,8,8.188625
skeptics,-2,6,7,-2,8,5.857625
coziness,2,4,6,-2,8,6.17925
dickhead,-4,4,7,-2,8,5.748625
disputed,-2,4,6,-2,8,6.0305
disputes,-2,4,7,-2,8,6.28975
fuckhead,-4,4,7,-2,8,4.9695
spammers,-3,4,6,-2,8,5.781375
appeased,2,2,5,-4,8,7.022
appeases,2,2,6,-4,8,7.28125
congrats,2,2,6,-4,8,6.07375
shortage,-2,2,6,-4,8,7.231875
courtesy,2,3,6,-2,8,6.136625
allergic,-2,4,5,-2,8,5.833625
funerals,-1,4,6,-2,8,6.117875
tolerant,2,4,6,-2,8,7.906125
consents,2,4,7,-2,8,7.274875
approved,2,4,5,-2,8,5.4315
approves,2,4,6,-2,8,5.69075
boycotts,-2,4,6,-2,8,5.712625
clueless,-2,4,6,-2,8,6.456
comforts,2,4,6,-2,8,5.475
confused,-2,4,6,-2,8,5.66325
fondness,2,4,6,-2,8,6.60525
goodness,3,4,5,-2,8,6.673375
shithead,-4,4,7,-2,8,7.457375
slickest,2,4,7,-2,8,6.119625
spirited,2,4,6,-2,8,6.77325
violated,-2,2,5,-2,8,6.70675
violates,-2,2,6,-2,8,6.966
obsessed,2,1,5,-6,8,7.204625
perfects,2,1,5,-6,8,6.714125
obstacle,-2,3,7,-4,8,6.50725
oversell,-2,2,6,-2,8,6.781625
peaceful,2,2,6,-2,8,5.911625
negative,-2,3,7,-4,8,7.416875
paradise,3,3,7,-4,8,6.81225
pressure,-1,3,6,-4,8,6.839875
pretends,-1,3,7,-4,8,7.463125
prevents,-1,3,7,-4,8,7.05375
harshest,-2,3,7,-4,8,7.59425
offended,-2,3,4,-4,8,6.57775
offender,-2,3,5,-4,8,6.7945
lawsuits,-2,3,6,-2,8,5.74825
overload,-1,3,6,-2,8,6.39075
pardoned,2,3,6,-2,8,6.443375
hesitate,-2,3,7,-4,8,8.88375
irritate,-3,3,6,-4,8,8.110875
neglects,-2,3,6,-4,8,7.04475
prepared,1,3,6,-4,8,6.707
lethargy,-2,4,6,-2,8,6.2525
hesitant,-2,5,7,-2,8,8.139625
pathetic,-2,5,7,-2,8,7.094
obsolete,-2,3,6,-2,8,7.66475
progress,2,3,5,-4,8,6.097625
protects,1,3,6,-4,8,6.91825
protests,-2,3,7,-4,8,7.361375
prospect,1,5,6,-2,8,6.027375
isolated,-1,3,5,-2,8,7.375375
helpless,-2,3,6,0,8,6.766375
promised,1,3,6,0,8,6.009625
promises,1,3,7,0,8,6.268875
promoted,1,3,6,0,8,6.418375
promotes,1,3,7,0,8,6.677625
increase,1,1,7,-4,8,7.79775
infected,-2,1,5,-4,8,7.17975
interest,1,1,7,-4,8,8.693125
murderer,-2,1,5,-4,8,6.59775
outraged,-3,1,5,-4,8,6.555625
outreach,2,2,6,-2,8,6.881625
hysteria,-3,3,6,-2,8,7.159125
pleasant,3,3,7,-2,8,7.14025
unstable,-2,3,6,-2,8,6.4095
insecure,-2,3,6,-2,8,7.121625
mistakes,-2,3,7,-2,8,6.590375
pleasure,3,3,7,-2,8,6.824625
incensed,-2,3,5,-2,8,7.40375
unwanted,-2,3,5,-2,8,6.59925
huckster,-2,3,6,-2,8,5.80975
motivate,1,3,7,-2,8,7.10475
unbiased,2,3,5,-2,8,6.17675
inspired,2,3,6,0,8,6.484875
inspires,2,3,7,0,8,6.744125
insulted,-2,3,6,0,8,6.6045
derision,-2,3,6,0,8,7.182125
sedition,-2,3,6,0,8,7.56575
tranquil,2,3,6,0,8,5.475375
fabulous,4,2,6,0,8,4.40775
stalling,-2,2,6,0,8,5.91625
eviction,-1,3,7,0,8,6.71325
faithful,3,5,7,0,8,5.19025
friendly,2,5,6,0,8,5.6105
scornful,-2,5,7,0,8,4.795375
cautious,-1,4,7,0,8,5.790125
crushing,-1,4,7,0,8,4.95975
frowning,-1,4,6,0,8,5.070125
admiring,3,4,7,0,8,5.438625
bankrupt,-3,4,7,0,8,4.61375
brooding,-2,4,5,0,8,5.3095
exposing,-1,4,7,0,8,5.543125
denounce,-2,2,4,0,8,7.02525
exploits,-2,2,6,0,8,6.08275
felonies,-3,2,6,0,8,7.40075
walkouts,-2,2,7,0,8,5.1215
flagship,2,3,7,0,8,4.718875
vitality,3,5,7,0,8,5.8985
charming,3,4,7,0,8,5.14575
slashing,-2,4,7,0,8,5.83375
virtuous,2,4,6,0,8,5.292125
worrying,-3,4,6,0,8,4.943125
shameful,-2,5,7,0,8,5.588375
ensuring,1,6,7,0,8,6.281625
rigorous,3,6,7,0,8,5.63175
vigilant,3,6,7,0,8,5.61525
virulent,-2,6,7,0,8,6.152625
thrilled,5,4,5,0,8,6.6385
blissful,3,3,6,0,8,4.2685
doubtful,-1,3,5,0,8,4.259625
spiteful,-2,3,7,0,8,5.748875
sluggish,-2,5,6,0,8,4.565875
boosting,1,4,6,0,8,5.952375
condemns,-2,4,5,0,8,6.184375
contempt,-2,4,7,0,8,6.523375
doubting,-1,4,6,0,8,5.0995
snubbing,-2,4,5,0,8,4.3185
superior,2,4,7,0,8,6.270375
approval,2,5,6,0,8,4.836125
suicidal,-2,5,7,0,8,5.2805
splendid,3,6,7,0,8,5.9005
appalled,-2,4,4,0,8,5.649625
conflict,-2,4,7,0,8,5.261875
convince,1,4,6,0,8,5.901875
sympathy,2,3,5,2,8,4.740875
applauds,2,4,6,0,8,4.694375
applause,2,4,6,0,8,5.7505
collapse,-2,4,5,0,8,5.933
violence,-3,4,5,0,8,6.801375
collides,-1,2,4,0,8,6.073375
supports,2,2,5,0,8,5.2275
hardship,-2,2,7,0,8,5.727125
heavenly,4,2,7,0,8,6.673875
yearning,1,3,7,0,8,6.413625
praising,3,5,7,0,8,5.63825
landmark,2,6,7,0,8,5.06575
prisoner,-2,5,7,0,8,6.76925
provoked,-1,5,6,0,8,5.204375
provokes,-1,5,7,0,8,5.463625
jeopardy,-2,4,7,0,8,5.334
ignorant,-2,5,7,0,8,6.6495
launched,1,5,5,0,8,5.94125
panicked,-3,5,6,0,8,5.54
powerful,2,2,6,0,8,4.937
mistaken,-2,4,7,0,8,6.643125
imbecile,-3,3,6,0,8,6.255125
inferior,-2,3,7,0,8,6.8865
horrible,-3,5,6,0,8,6.345
horrific,-3,5,6,0,8,5.564625
lovelies,3,3,6,0,8,6.904
mischief,-1,3,7,0,8,5.808875
inflamed,-2,5,6,0,8,5.937
positive,2,5,7,0,8,6.553875
lunatics,-3,3,6,0,8,5.85375
nonsense,-2,3,7,0,8,8.2265
hopeless,-2,3,6,0,8,7.201625
improved,2,3,6,0,8,5.341
improves,2,3,7,0,8,5.60025
mindless,-2,3,6,0,8,6.219375
innovate,1,1,6,0,8,7.35925
problems,-2,7,7,0,8,5.296875
admonish,-2,3,7,2,8,6.058625
criminal,-3,3,7,2,8,5.506
stopping,-1,2,6,2,8,5.30975
stunning,4,2,5,2,8,5.921125
blocking,-1,4,5,2,8,4.0385
fulfills,2,4,6,2,8,4.07275
glorious,2,4,6,2,8,5.3865
shocking,-2,4,6,2,8,4.9015
soothing,3,4,6,2,8,6.527625
sunshine,2,4,6,2,8,6.834
childish,-2,5,7,2,8,5.438375
cynicism,-2,5,6,2,8,4.619
bullshit,-4,4,6,2,8,5.092875
dolorous,-2,4,5,2,8,5.733875
timorous,-2,4,7,2,8,6.06425
solution,1,3,6,4,8,6.361875
euphoria,3,4,7,2,8,6.51375
euphoric,4,4,7,2,8,5.840625
gullible,-2,4,6,2,8,4.751
complain,-2,3,7,4,8,5.066375
annoying,-2,2,6,4,8,5.8595
bullying,-2,2,6,4,8,3.7505
chilling,-1,2,6,4,8,4.95275
enjoying,2,2,6,4,8,5.601875
laughing,1,5,7,2,8,4.848625
haunting,1,5,6,2,8,6.06925
oxymoron,-1,4,6,4,8,4.973375
insanity,-2,4,7,2,8,6.61925
libelous,-2,3,6,2,8,5.72525
loathing,-3,3,6,2,8,6.322375
lobbying,-2,3,5,2,8,4.0275
postpone,-1,3,7,2,8,6.71325
unworthy,-2,4,4,2,8,5.310625
inviting,1,5,7,2,8,5.805625
jubilant,3,5,6,2,8,4.92075
optimism,2,4,7,4,8,5.445375
homesick,-2,4,7,2,8,5.6945
humerous,3,3,5,2,8,5.817375
lonesome,-2,3,6,2,8,7.490625
mournful,-2,4,7,4,8,4.30225
youthful,2,4,7,4,8,4.55
poisoned,-2,3,6,2,8,6.7425
mourning,-2,3,7,4,8,5.142125
joyfully,3,2,6,6,8,3.0805
immortal,2,2,5,2,8,5.815
impotent,-2,3,7,2,8,7.046375
punished,-2,3,5,2,8,5.97225
punishes,-2,3,6,2,8,6.2315
punitive,-2,3,6,2,8,6.013
honoring,2,3,7,4,8,6.19675
humorous,2,3,5,4,8,5.168
imposing,-1,3,7,4,8,5.108125
honoured,2,1,6,2,8,6.694625
polluted,-2,1,4,2,8,5.781875
polluter,-2,1,5,2,8,5.998625
pollutes,-2,1,5,2,8,6.041125
hooligan,-2,2,5,4,8,6.12875
aggravate,-2,0,6,-9,9,6.361555556
attracted,1,0,5,-9,9,7.691777778
devastate,-2,0,7,-9,9,7.934222222
regretted,-2,0,5,-9,9,8.273333333
steadfast,2,0,8,-9,9,7.364777778
rebellion,-2,1,7,1,9,6.906111111
agreeable,2,2,6,-7,9,7.551
sarcastic,-2,2,8,-7,9,6.284555556
daredevil,2,1,6,-5,9,6.670333333
regretful,-2,1,6,-5,9,6.384444444
effective,2,2,6,-7,9,6.927111111
stressors,-2,2,6,-7,9,7.394111111
bereaving,-2,2,8,-5,9,6.417555556
deferring,-1,2,6,-5,9,6.621
rewarding,2,2,8,-5,9,6.131777778
affection,3,1,6,-3,9,6.487222222
recession,-2,1,5,-3,9,7.561
reassured,1,2,6,-7,9,7.245555556
reassures,1,2,7,-7,9,7.476
restricts,-2,2,7,-7,9,7.243333333
treasures,2,2,7,-7,9,7.779222222
agreement,1,4,6,-5,9,8.054
destroyed,-3,2,5,-5,9,7.195666667
greetings,2,2,6,-5,9,7.168777778
attacking,-1,2,6,-3,9,5.97
betraying,-3,2,7,-3,9,6.123111111
deafening,-1,2,7,-3,9,6.947888889
screaming,-2,2,8,-3,9,6.011222222
carefully,2,1,7,-1,9,4.960888889
absentees,-1,2,7,-7,9,8.469333333
advantage,2,2,8,-7,9,6.694888889
defenders,2,2,6,-7,9,7.544777778
greenwash,-3,3,6,-5,9,7.011444444
deceitful,-3,3,4,-3,9,6.385777778
resentful,-2,3,7,-3,9,6.948222222
strangely,-1,3,7,-3,9,6.333555556
adventure,2,4,8,-5,9,7.039111111
strangled,-2,4,6,-5,9,6.586777778
terrified,-3,4,6,-5,9,7.427444444
terrorize,-3,4,7,-5,9,7.440888889
accepting,1,4,6,-3,9,5.905333333
deceiving,-3,4,5,-3,9,6.234777778
restoring,1,4,8,-3,9,7.032888889
deception,-3,3,5,-1,9,7.182888889
detention,-2,3,7,-1,9,8.415555556
affronted,-1,2,5,-5,9,6.541888889
fascinate,3,2,8,-5,9,7.016
excellent,3,4,6,-3,9,7.210333333
dedicated,2,2,5,-7,9,7.237111111
desperate,-3,2,7,-7,9,8.202777778
fraudster,-4,2,7,-7,9,6.385
respected,2,2,6,-7,9,7.604444444
desirable,2,4,7,-5,9,6.957888889
accidents,-2,4,6,-5,9,6.642666667
satisfied,2,4,7,-5,9,6.999111111
scapegoat,-2,4,8,-5,9,6.516888889
struggled,-2,4,5,-5,9,5.459777778
struggles,-2,4,6,-5,9,5.690222222
abduction,-2,3,8,-1,9,5.525555556
favorited,2,4,7,-5,9,6.427111111
favorites,2,4,8,-5,9,6.657555556
sceptical,-2,5,7,-3,9,6.081777778
beautiful,3,5,8,-1,9,5.572444444
abandoned,-2,4,7,-3,9,6.671
fatiguing,-2,4,8,-1,9,5.213333333
resigning,-1,4,8,-1,9,6.275111111
seditious,-2,4,7,-1,9,6.984666667
trembling,-2,4,7,-1,9,5.710888889
acquitted,2,2,6,-5,9,6.203888889
afflicted,-1,2,6,-5,9,5.823
strongest,2,2,7,-5,9,7.302888889
traumatic,-3,4,6,-3,9,6.149444444
exclusive,2,4,8,-3,9,5.487777778
absolving,2,4,7,-1,9,4.914
erroneous,-2,4,7,-1,9,7.580666667
resolving,2,4,7,-1,9,5.917333333
astounded,3,2,5,-3,9,6.863555556
recommend,2,4,6,-1,9,6.388222222
celebrate,3,2,6,-7,9,7.735
depressed,-2,2,5,-7,9,7.464666667
frustrate,-2,2,6,-7,9,6.918666667
exuberant,4,4,8,-5,9,6.640333333
fantastic,4,4,8,-5,9,6.610888889
dejecting,-2,4,6,-3,9,6.375333333
rejecting,-1,4,7,-3,9,6.568
sentenced,-2,4,6,-5,9,8.224666667
sentences,-2,4,7,-5,9,8.455111111
cancelled,-1,4,5,-3,9,6.465222222
brightest,2,4,7,-5,9,6.632777778
exhausted,-2,4,7,-5,9,6.912111111
criticize,-2,6,8,-3,9,6.031222222
falsified,-3,6,7,-3,9,5.984666667
squelched,-1,6,7,-3,9,5.748666667
criticism,-2,7,8,-1,9,5.582
demanding,-1,6,7,-1,9,6.028888889
rapturous,4,6,8,-1,9,5.608444444
bamboozle,-2,6,7,-1,9,5.041333333
exonerate,2,2,8,-5,9,8.413555556
validated,1,2,7,-5,9,6.507444444
validates,1,2,8,-5,9,6.737888889
abhorrent,-3,4,7,-3,9,7.082333333
belittled,-2,4,6,-3,9,7.141888889
relieving,2,4,8,-1,9,6.565555556
dauntless,2,4,6,-3,9,6.707111111
delighted,3,4,6,-3,9,6.896222222
gallantry,3,5,6,-1,9,5.573888889
abilities,2,4,8,-1,9,6.963
denounces,-2,2,5,-1,9,6.947666667
exploited,-2,2,6,-1,9,6.587777778
stimulate,1,2,7,-1,9,6.829222222
disasters,-2,2,8,-7,9,7.345777778
discarded,-1,2,6,-7,9,6.187777778
disgraced,-2,2,5,-7,9,5.939111111
disregard,-2,2,8,-7,9,6.295222222
distracts,-2,2,7,-7,9,6.546777778
embarrass,-2,2,6,-7,9,6.395777778
shattered,-2,2,6,-7,9,8.260444444
energetic,2,4,7,-5,9,7.962333333
threatens,-2,4,8,-5,9,8.537777778
forgetful,-2,3,6,-3,9,5.389555556
emergency,-2,5,7,-3,9,6.668777778
suffering,-2,4,7,-3,9,5.328888889
thwarting,-2,4,7,-3,9,6.272222222
woebegone,-2,4,8,-3,9,7.304
chastised,-3,4,7,-5,9,6.963777778
chastises,-3,4,8,-5,9,7.194222222
cheerless,-2,4,6,-5,9,7.738666667
guarantee,1,4,7,-5,9,7.589222222
elegantly,2,5,8,-1,9,6.823888889
chagrined,-2,4,6,-3,9,6.190555556
audacious,3,4,8,-1,9,5.520555556
burdening,-2,4,7,-1,9,5.519
disabling,-1,4,8,-1,9,5.217777778
vivacious,3,4,8,-1,9,4.825444444
worsening,-3,4,8,-1,9,6.373555556
disgusted,-3,4,7,-5,9,6.073
distorted,-2,4,6,-5,9,7.345222222
disturbed,-2,4,6,-5,9,5.977111111
engrossed,1,4,5,-5,9,7.174333333
entrusted,2,4,6,-5,9,7.732222222
forgotten,-1,5,6,-3,9,6.978555556
apathetic,-3,6,8,-3,9,7.213222222
diffident,-2,6,6,-3,9,6.155666667
sorrowful,-2,5,7,-1,9,4.965111111
cherished,2,6,7,-3,9,7.100777778
cherishes,2,6,8,-3,9,7.331222222
clarifies,2,6,8,-3,9,6.238888889
enrapture,3,6,8,-3,9,7.337444444
difficult,-1,6,7,-1,9,4.584666667
forgiving,1,6,7,-1,9,4.601222222
surviving,2,6,7,-1,9,4.413777778
torturing,-4,6,7,-1,9,6.231222222
alarmists,-2,4,8,-3,9,6.380888889
charmless,-3,4,7,-3,9,6.090777778
disappear,-1,4,7,-3,9,6.269666667
disguised,-1,4,7,-3,9,5.840777778
disguises,-1,4,8,-3,9,6.071222222
fortunate,2,4,6,-3,9,7.134444444
worthless,-2,4,6,-3,9,6.709444444
rotflmfao,4,5,7,-1,9,5.456777778
victimize,-3,4,8,-1,9,5.432888889
worshiped,3,4,7,-1,9,6.013888889
disparage,-2,4,8,-5,9,6.279222222
suspected,-1,4,6,-5,9,6.537333333
dithering,-2,6,8,-1,9,6.754222222
enchanted,2,6,7,-3,9,7.694888889
suspended,-1,6,6,-3,9,6.444444444
skeptical,-2,7,8,-1,9,5.858444444
encourage,2,4,8,-3,9,6.818777778
anguished,-3,6,7,-1,9,6.225666667
challenge,-1,6,7,-1,9,6.584555556
dishonest,-2,4,8,-1,9,7.331222222
flustered,-2,2,7,-5,9,6.670888889
shortages,-2,2,7,-5,9,7.131333333
sincerest,2,2,7,-5,9,7.733111111
whitewash,-3,3,8,-3,9,6.680666667
sincerely,2,3,7,-1,9,6.690444444
wonderful,4,3,6,-1,9,5.396555556
sincerity,2,5,7,-1,9,6.612111111
appeasing,2,4,7,-1,9,6.105666667
courteous,2,4,7,-1,9,6.376
contender,-1,4,7,-3,9,7.609666667
amusement,3,6,7,-1,9,7.030333333
condemned,-2,4,5,-1,9,6.678111111
boycotted,-2,4,6,-3,9,6.258777778
douchebag,-3,4,8,-3,9,5.307777778
vindicate,2,4,8,-3,9,6.513222222
confident,2,6,7,-1,9,6.554666667
conflicts,-2,4,8,-1,9,5.380222222
convinced,1,4,6,-1,9,5.718666667
convinces,1,4,7,-1,9,5.949111111
emptiness,-1,4,7,-1,9,7.240444444
toothless,-2,4,6,-1,9,7.622333333
competent,2,4,8,-1,9,7.209888889
applauded,2,4,5,-1,9,5.353666667
collapsed,-2,4,5,-1,9,5.746333333
collapses,-2,4,6,-1,9,5.976777778
commended,2,4,5,-1,9,6.195555556
committed,1,2,5,-1,9,6.348222222
supported,2,2,5,-1,9,5.827555556
supporter,1,2,6,-1,9,6.020222222
overreact,-2,1,7,-7,9,7.318666667
perfected,2,1,5,-7,9,7.149
heartfelt,3,3,6,-5,9,7.779666667
perfectly,3,2,6,-3,9,5.931666667
obstacles,-2,3,8,-5,9,6.487222222
persecute,-2,3,7,-5,9,7.438333333
oversells,-2,3,7,-3,9,6.731111111
pressured,-2,3,6,-5,9,6.552444444
prevented,-1,3,7,-5,9,7.450888889
maddening,-3,3,6,-1,9,6.028888889
marvelous,3,3,6,-1,9,5.650777778
perturbed,-2,3,5,-5,9,6.318444444
passively,-1,4,7,-1,9,5.488333333
petrified,-2,5,6,-3,9,6.976555556
offending,-2,5,7,-1,9,5.710777778
obstinate,-2,3,8,-3,9,7.558
overjoyed,4,3,7,-1,9,5.973666667
irritated,-3,3,6,-5,9,7.682222222
jackasses,-4,3,7,-5,9,5.747111111
neglected,-2,3,6,-5,9,7.442888889
lethargic,-2,5,7,-3,9,6.421555556
perplexed,-2,3,7,-3,9,6.264333333
protected,1,3,6,-5,9,7.330444444
proactive,2,5,8,-3,9,6.230444444
prosecute,-1,5,7,-3,9,6.861111111
mandatory,-1,6,8,-1,9,6.029555556
profiteer,-2,5,7,-3,9,7.229333333
prospects,1,5,7,-3,9,6.060666667
prisoners,-2,5,8,-1,9,6.720111111
ignorance,-2,5,7,-1,9,6.624888889
increased,1,1,7,-5,9,7.403888889
interests,1,1,8,-5,9,8.430222222
lifesaver,4,1,8,-5,9,6.675777778
miserable,-3,3,8,-3,9,6.752666667
uncertain,-1,2,5,-1,9,6.879555556
hysterics,-3,3,7,-3,9,6.468333333
unsettled,-1,3,5,-3,9,7.514222222
integrity,2,4,7,-1,9,6.830111111
interrupt,-2,3,7,-1,9,6.798888889
murdering,-3,3,6,-1,9,5.535888889
murderous,-3,3,6,-1,9,5.631666667
upsetting,-2,3,7,-1,9,6.395333333
misbehave,-2,3,8,-3,9,6.426
powerless,-2,3,7,-3,9,6.651777778
undecided,-1,3,3,-3,9,6.379777778
unsecured,-2,3,5,-3,9,6.335333333
intricate,2,3,7,-3,9,7.603444444
incapable,-2,5,8,-1,9,5.886555556
horrified,-3,5,6,-1,9,6.521111111
intrigues,1,5,7,-1,9,6.614
justified,2,5,6,-1,9,5.712111111
unequaled,2,5,6,-1,9,6.023222222
mischiefs,-1,3,8,-1,9,5.866444444
motivated,2,3,7,-3,9,6.787888889
infuriate,-2,5,8,-1,9,6.842111111
unfocused,-2,5,6,-1,9,5.340444444
imperfect,-2,1,6,-3,9,6.306444444
impressed,3,1,6,-3,9,6.622111111
impresses,3,1,7,-3,9,6.852555556
oppressed,-2,1,5,-3,9,6.629222222
hindrance,-2,3,7,-1,9,6.716555556
unmatched,1,3,5,-1,9,6.107444444
illnesses,-2,1,6,-1,9,7.35
innovates,1,1,7,-1,9,7.244555556
exclusion,-1,3,8,1,9,5.551777778
tremulous,-2,2,5,1,9,5.947333333
expelling,-2,4,7,1,9,5.695888889
gallantly,3,5,7,1,9,5.355888889
relishing,2,4,8,1,9,6.425666667
swindling,-3,4,7,1,9,5.156666667
agonising,-3,4,8,1,9,5.940111111
agonizing,-3,4,8,1,9,5.245333333
rejoicing,4,4,8,1,9,5.758555556
brilliant,4,4,6,1,9,5.937
criminals,-3,4,8,1,9,5.597222222
sparkling,3,4,8,1,9,4.770777778
vitriolic,-3,4,6,1,9,5.692555556
sprightly,2,7,8,1,9,4.930333333
ambitious,2,6,8,1,9,5.738333333
authority,1,7,8,1,9,6.396111111
disputing,-2,6,8,1,9,5.224333333
glamorous,3,6,8,1,9,5.188777778
visionary,3,5,8,1,9,5.735666667
visioning,1,4,8,3,9,5.691444444
contagion,-2,3,8,1,9,6.388666667
convivial,2,7,8,1,9,5.013111111
confusing,-2,6,8,1,9,4.897888889
silencing,-1,6,8,1,9,6.142333333
fulfilled,2,4,6,1,9,4.801111111
appalling,-2,4,6,3,9,4.885777778
violating,-2,4,7,1,9,5.825444444
enlighten,2,5,8,1,9,7.450888889
whimsical,1,5,8,1,9,5.121444444
compelled,1,4,6,1,9,5.814555556
solutions,1,4,7,3,9,6.358
annoyance,-2,4,6,1,9,6.838444444
apologise,-1,4,6,1,9,6.349444444
apologize,-1,4,6,1,9,5.654666667
