Word,Valence,LR_switch,finger_switch,rha,word_length,letter_freq
animosity,-2,5,8,3,9,6.235333333
colliding,-1,4,6,3,9,5.032
colluding,-3,4,6,3,9,4.564444444
complains,-2,4,8,3,9,5.206444444
collision,-2,3,6,5,9,5.872666667
nervously,-2,4,7,1,9,5.445222222
pessimism,-2,4,7,1,9,5.817333333
pardoning,2,3,8,1,9,5.591333333
laughting,1,7,8,1,9,5.316111111
provoking,-1,5,7,3,9,4.49
obnoxious,-3,5,8,3,9,5.218111111
promoting,1,5,8,3,9,5.569111111
happiness,3,3,6,1,9,6.354444444
prominent,2,5,8,3,9,6.672333333
mistaking,-2,3,7,1,9,5.491555556
undermine,-2,3,6,1,9,6.808
misgiving,-2,5,8,1,9,4.598666667
unethical,-2,4,7,1,9,6.588777778
postponed,-1,3,7,1,9,6.439888889
postpones,-1,3,8,1,9,6.670333333
inability,-2,4,8,3,9,5.817888889
indignant,-2,7,8,1,9,6.407777778
litigious,-2,5,8,3,9,5.842888889
notorious,-2,5,8,3,9,6.707111111
inspiring,3,5,8,3,9,5.628222222
insulting,-2,5,8,3,9,5.734555556
highlight,2,5,8,3,9,5.480555556
mongering,-2,3,8,1,9,5.899555556
impatient,-2,5,8,1,9,7.110777778
unhealthy,-2,4,5,3,9,6.402111111
hilarious,2,3,8,3,9,6.088555556
hopefully,2,2,7,5,9,4.804666667
improving,2,5,8,3,9,4.611444444
important,2,3,7,1,9,6.424777778
unlovable,-2,3,6,1,9,5.378111111
injustice,-2,3,5,1,9,6.051
polluters,-2,1,6,1,9,6.035111111
hooligans,-2,3,6,3,9,6.150777778
honouring,2,3,8,5,9,5.814666667
humourous,2,3,6,5,9,4.900222222
aggravated,-2,0,6,-10,10,6.1507
aggravates,-2,0,7,-10,10,6.3581
devastated,-2,0,7,-10,10,7.5661
exaggerate,-2,0,8,-10,10,7.3663
aggressive,-2,2,6,-8,10,6.4186
attracting,2,2,7,-6,10,6.8001
regretting,-2,2,7,-6,10,7.3235
aggression,-2,1,6,-4,10,6.4762
attraction,2,1,7,-4,10,7.3493
restricted,-2,2,7,-8,10,7.5818
reassuring,2,4,8,-4,10,6.3985
stereotype,-2,4,9,-4,10,7.9942
determined,2,2,7,-4,10,7.7776
destroying,-3,2,7,-2,10,6.3536
treasonous,-3,2,8,-2,10,7.3087
advantages,2,2,9,-8,10,6.6581
revengeful,-2,3,9,-4,10,6.2846
strengthen,2,5,7,-4,10,7.7437
adventures,2,4,9,-6,10,6.9679
terrorized,-3,4,7,-6,10,7.1221
terrorizes,-3,4,8,-6,10,7.3295
assfucking,-4,4,7,-2,10,4.5091
fascinated,3,2,8,-6,10,6.7397
fascinates,3,2,9,-6,10,6.9471
excellence,3,4,6,-4,10,7.1321
fatalities,-3,4,9,-4,10,7.366
fraudsters,-4,2,8,-8,10,6.3792
accusation,-2,3,8,-2,10,6.1261
scapegoats,-2,4,9,-6,10,6.4979
accidental,-2,5,7,-4,10,6.5649
excitement,3,6,9,-4,10,7.5271
abductions,-2,4,9,-2,10,5.6057
scandalous,-3,4,8,-2,10,5.7062
struggling,-2,4,7,-2,10,4.7913
despairing,-3,6,8,-2,10,6.2061
fraudulent,-4,6,8,-2,10,5.8683
acquitting,2,4,8,-2,10,5.461
despondent,-3,4,7,-2,10,7.2227
astonished,2,4,8,-2,10,7.4148
recommends,2,4,7,-2,10,6.3821
responsive,2,4,9,-2,10,6.8174
astounding,3,4,8,0,10,6.0547
celebrated,3,2,6,-8,10,7.3868
celebrates,3,2,7,-8,10,7.5942
frustrated,-2,2,6,-8,10,6.6521
frustrates,-2,2,7,-8,10,6.8595
depressing,-2,4,7,-4,10,6.5957
benefitted,2,4,7,-6,10,7.7906
remarkable,2,6,9,-4,10,6.2407
sentencing,-2,6,9,-2,10,7.2797
captivated,3,4,8,-6,10,6.4056
frightened,-2,6,7,-4,10,6.8752
brightness,1,6,7,-4,10,6.3715
criticized,-2,6,8,-4,10,5.8534
criticizes,-2,6,9,-4,10,6.0608
relentless,-1,6,8,-4,10,8.0602
bamboozled,-2,6,7,-2,10,4.9625
bamboozles,-2,6,8,-2,10,5.1699
exonerated,2,2,8,-6,10,7.9975
exonerates,2,2,9,-6,10,8.2049
achievable,1,4,9,-4,10,6.4075
validating,1,4,9,-2,10,5.7342
stimulated,1,2,7,-2,10,6.5716
stimulates,1,2,8,-2,10,6.779
disregards,-2,2,9,-8,10,6.2984
distracted,-2,2,7,-8,10,6.9549
distressed,-2,2,6,-8,10,7.49
distresses,-2,2,7,-8,10,7.6974
successful,3,3,6,-4,10,4.9016
subversive,-2,4,8,-6,10,5.7217
threatened,-2,4,8,-6,10,8.7468
disastrous,-3,4,8,-4,10,6.3675
discarding,-1,4,9,-4,10,5.4465
disrespect,-2,4,8,-6,10,6.9031
chastising,-3,6,9,-2,10,6.1449
disbelieve,-2,4,9,-4,10,6.9113
questioned,-1,4,8,-2,10,6.9115
disgusting,-3,6,9,-2,10,5.3432
distorting,-2,6,8,-2,10,6.4882
disturbing,-2,6,8,-2,10,5.2569
disappears,-1,4,8,-4,10,6.2754
disruptive,-2,6,9,-2,10,5.7922
discounted,-1,4,7,-2,10,6.3353
victimized,-3,4,8,-2,10,5.3149
victimizes,-3,4,9,-2,10,5.5223
disparaged,-2,4,8,-6,10,6.0766
disparages,-2,4,9,-6,10,6.284
embittered,-2,4,7,-6,10,7.7322
withdrawal,-3,5,9,-4,10,5.7435
bothersome,-2,6,9,-2,10,7.178
suspecting,-1,6,8,-2,10,5.7611
vociferous,-1,6,9,-2,10,5.5742
ambivalent,-1,8,9,-2,10,6.0708
cocksucker,-5,8,9,-2,10,4.5171
roflcopter,4,6,9,-2,10,5.971
displeased,-2,4,8,-4,10,6.7651
encouraged,2,4,8,-4,10,6.5622
encourages,2,4,9,-4,10,6.7696
courageous,2,4,9,-2,10,5.851
appreciate,2,4,7,-4,10,7.0387
empathetic,2,6,9,-2,10,7.186
amusements,3,6,8,-2,10,6.96
vindicated,2,4,8,-4,10,6.2872
vindicates,2,4,9,-4,10,6.4946
confidence,2,6,7,-2,10,6.542
spiritless,-2,6,8,-2,10,6.6612
vulnerable,-2,4,9,-2,10,5.9585
supporters,1,2,7,-2,10,6.0509
overreacts,-2,1,8,-8,10,7.2195
persecuted,-2,3,7,-6,10,7.1198
persecutes,-2,3,8,-6,10,7.3272
overweight,-1,5,9,-4,10,6.6367
negativity,-2,6,9,-2,10,6.4629
pretending,-1,5,9,-2,10,6.9108
preventing,-1,5,9,-2,10,6.5833
irresolute,-2,3,7,-2,10,7.4017
passionate,2,3,8,-2,10,7.3897
usefulness,2,3,8,-2,10,6.2903
meditative,1,5,8,-4,10,7.3252
irritating,-3,5,8,-2,10,6.7915
neglecting,-2,5,8,-2,10,6.5761
protesters,-2,3,9,-6,10,7.758
protesting,-2,5,9,-2,10,6.8294
prosecuted,-2,5,7,-4,10,6.6003
prosecutes,-1,5,8,-4,10,6.8077
privileged,2,5,8,-2,10,5.8523
obliterate,-2,3,9,-4,10,7.766
propaganda,-2,5,9,-2,10,5.487
interested,2,1,8,-6,10,8.65
possessive,-2,3,7,-4,10,6.8092
inadequate,-2,3,8,-4,10,7.1615
uncredited,-1,3,6,-4,10,6.8208
hysterical,-3,4,8,-2,10,6.408
interrupts,-2,3,8,-2,10,6.7517
infatuated,2,3,8,-4,10,7.0102
misbehaved,-2,3,8,-4,10,6.2087
misbehaves,-2,3,9,-4,10,6.4161
indecisive,-2,5,7,-2,10,6.7391
infuriated,-2,5,8,-2,10,6.5832
infuriates,-2,5,9,-2,10,6.7906
impressive,3,3,8,-2,10,6.329
oppressive,-2,3,7,-2,10,6.3354
cancelling,-1,4,7,0,10,5.6962
exultantly,3,5,9,0,10,5.8662
delighting,3,6,8,0,10,6.0841
dehumanize,-2,4,6,0,10,6.2871
admonished,-2,4,8,0,10,6.5424
cherishing,2,6,9,0,10,6.2682
disguising,-1,6,9,0,10,5.1342
disjointed,-2,4,8,0,10,6.4932
contagions,-2,4,9,0,10,6.3825
contagious,-1,4,9,0,10,5.9834
contending,-1,6,9,0,10,6.5528
boycotting,-2,6,8,0,10,5.5104
comforting,2,6,8,0,10,5.3203
conspiracy,-3,5,9,0,10,5.117
consolable,2,6,8,0,10,6.1283
conciliate,2,4,9,0,10,6.7702
solidarity,2,5,8,0,10,6.1228
enlightens,2,6,9,0,10,7.3385
complacent,-2,4,8,0,10,5.8105
supportive,2,4,7,0,10,5.6139
apologised,-1,4,6,0,10,6.1398
apologises,-1,4,7,0,10,6.3472
apologized,-1,4,6,0,10,5.5145
apologizes,-1,4,7,0,10,5.7219
peacefully,2,2,7,0,10,5.3292
irrational,-1,4,8,0,10,6.9577
overlooked,-1,3,6,0,10,6.394
mediocrity,-3,6,8,0,10,6.0599
methodical,2,6,9,0,10,6.3958
prosperous,3,7,9,0,10,5.896
horrendous,-3,5,8,0,10,6.5871
undermined,-2,3,6,0,10,6.5525
undermines,-2,3,7,0,10,6.7599
misleading,-3,5,9,0,10,6.0576
motivating,2,5,9,0,10,5.9866
unapproved,-2,5,6,0,10,5.2959
intimidate,-2,3,9,0,10,7.3287
illiteracy,-2,2,8,0,10,6.265
importance,2,3,7,0,10,6.4251
innovative,2,3,8,0,10,6.6818
skepticism,-2,9,9,0,10,5.6233
accomplish,2,3,8,2,10,4.8985
exploiting,-2,4,8,2,10,5.8065
triumphant,4,4,7,2,10,5.9168
disruption,-2,5,9,2,10,5.8498
disappoint,-2,4,8,2,10,5.9849
rigorously,3,7,9,2,10,5.1053
ridiculous,-3,6,8,2,10,5.0329
suspicious,-2,6,9,2,10,5.0647
glamourous,3,6,9,2,10,4.9457
alienation,-2,5,9,2,10,7.7054
thoughtful,2,5,8,2,10,5.1591
applauding,2,6,8,2,10,4.6958
collapsing,-2,6,7,2,10,5.0492
committing,1,4,7,2,10,5.5909
supporting,1,4,7,2,10,5.1223
commitment,2,6,8,2,10,6.2036
complained,-2,4,8,2,10,5.7486
collisions,-2,4,7,4,10,5.9181
meaningful,2,4,8,2,10,5.4765
melancholy,-2,6,8,4,10,5.6431
mirthfully,3,4,7,4,10,4.5519
postponing,-1,3,9,4,10,5.6734
litigation,-1,4,9,2,10,6.7473
motivation,1,4,9,2,10,6.5358
lugubrious,-2,5,8,2,10,4.2593
positively,2,6,9,2,10,5.843
invincible,2,7,9,2,10,5.6375
optimistic,2,5,9,2,10,5.9961
optionless,-2,3,8,2,10,6.9095
imprisoned,-2,5,8,2,10,6.1792
innovation,1,2,8,4,10,6.7394
limitation,-1,2,9,4,10,6.7864
humiliated,-3,1,6,2,10,6.3393
monopolize,-2,1,8,6,10,5.7372
exaggerated,-2,0,8,-11,11,7.083272727
exaggerates,-2,0,9,-11,11,7.271818182
aggravating,-2,2,8,-7,11,5.480181818
devastating,-2,2,9,-7,11,6.766909091
crestfallen,-2,3,8,-5,11,6.795454545
aggressions,-2,2,7,-5,11,6.462636364
attractions,2,2,8,-5,11,7.256363636
catastrophe,-3,2,9,-5,11,7.070363636
effectively,2,3,8,-5,11,6.213
destructive,-3,4,8,-7,11,6.687909091
restricting,-2,4,9,-5,11,6.781181818
destruction,-3,3,8,-3,11,6.740272727
restriction,-2,3,9,-3,11,7.280454545
stereotyped,-2,4,9,-5,11,7.654090909
exasperated,2,2,9,-9,11,7.467454545
greenwasher,-3,4,8,-7,11,7.435636364
defenseless,-2,4,8,-7,11,7.913090909
strengthens,2,6,8,-5,11,7.614909091
adventurous,2,6,10,-3,11,6.112909091
fascinating,3,4,10,-3,11,6.015636364
desperately,-3,3,9,-5,11,7.256727273
accusations,-2,4,9,-3,11,6.144363636
fraudulence,-4,6,8,-3,11,5.919181818
recommended,2,4,6,-3,11,6.768090909
responsible,2,6,10,-1,11,6.610272727
celebrating,3,4,8,-5,11,6.603909091
frustrating,-2,4,8,-5,11,5.936
frustration,-2,3,8,-3,11,6.435272727
benefitting,2,6,9,-3,11,6.971
frightening,-3,6,9,-1,11,6.138818182
criticizing,-2,8,10,-1,11,5.209909091
selfishness,-3,6,8,-3,11,6.979454545
exonerating,2,4,10,-3,11,7.159090909
demoralized,-2,4,8,-3,11,6.276545455
exhilarated,3,2,9,-5,11,7.115363636
exhilarates,3,2,10,-5,11,7.303909091
dehumanized,-2,4,6,-1,11,6.102181818
dehumanizes,-2,4,7,-1,11,6.290727273
disregarded,-2,2,8,-9,11,6.692
embarrassed,-2,2,7,-9,11,6.774272727
embarrasses,-2,2,8,-9,11,6.962818182
distressing,-2,4,8,-5,11,6.697727273
distraction,-2,3,9,-3,11,6.710545455
discredited,-2,4,8,-7,11,6.931545455
threatening,-2,4,10,-3,11,7.840272727
substantial,1,7,10,-3,11,6.280909091
distrustful,-3,5,8,-3,11,5.431
foreclosure,-2,6,8,-3,11,6.410181818
disappeared,-1,4,8,-5,11,6.671090909
discouraged,-2,4,9,-5,11,5.792454545
speculative,-2,6,9,-3,11,6.217454545
disparaging,-2,6,10,-3,11,5.412818182
endorsement,2,8,10,-3,11,7.921818182
cocksuckers,-5,8,10,-3,11,4.681636364
disoriented,-2,8,9,-3,11,7.588
downhearted,-2,4,7,-5,11,7.257272727
significant,1,8,10,-1,11,5.906454545
contestable,-2,4,10,-5,11,7.324090909
constrained,-2,4,8,-3,11,7.022272727
appreciated,2,4,7,-5,11,6.785454545
appreciates,2,4,8,-5,11,6.974
comfortable,2,6,9,-3,11,5.805363636
vindicating,2,6,10,-1,11,5.604272727
blockbuster,3,6,9,-3,11,4.990909091
conflictive,-2,6,10,-1,11,5.703727273
conciliated,2,4,9,-1,11,6.541363636
conciliates,2,4,10,-1,11,6.729909091
sympathetic,2,6,9,-1,11,6.132636364
competitive,2,6,10,-1,11,6.640909091
enlightened,2,6,9,-1,11,7.637545455
thoughtless,-2,6,9,-1,11,6.541909091
overreacted,-2,1,8,-9,11,7.529363636
heartbroken,-3,4,7,-3,11,7.019545455
persecuting,-2,5,9,-3,11,6.361181818
masterpiece,4,3,8,-5,11,7.429636364
overselling,-2,3,9,-1,11,6.362090909
pessimistic,-2,5,9,-1,11,6.250363636
perpetrator,-2,5,9,-5,11,7.364454545
uselessness,-2,5,8,-5,11,7.570272727
meaningless,-2,5,9,-1,11,6.830454545
obliterated,-2,3,9,-5,11,7.446636364
haplessness,-2,5,8,-3,11,7.061454545
ineffective,-2,3,8,-5,11,6.914454545
interesting,2,3,10,-3,11,7.752272727
undeserving,-2,3,7,-3,11,6.198727273
outstanding,5,5,10,-1,11,6.327545455
interrupted,-2,3,8,-3,11,7.104090909
undesirable,-2,5,8,-3,11,6.557090909
unsatisfied,-2,5,8,-3,11,6.590818182
misbehaving,-2,5,10,-1,11,5.532909091
untarnished,2,5,8,-1,11,6.891636364
picturesque,2,5,10,-3,11,5.823818182
insensitive,-2,7,10,-1,11,7.498909091
indifferent,-2,5,9,-3,11,6.962363636
unconcerned,-2,5,7,-1,11,6.52
intimidated,-2,3,9,-1,11,7.049090909
intimidates,-2,3,10,-1,11,7.237636364
unmotivated,-2,3,7,-1,11,6.418
unimpressed,-2,1,7,-1,11,6.282363636
beautifully,3,5,9,1,11,5.104636364
acrimonious,-3,2,10,3,11,5.829272727
exploration,1,3,9,1,11,6.431363636
stimulating,2,4,9,1,11,5.862818182
questioning,-1,4,10,1,11,6.171818182
dysfunction,-2,5,9,1,11,5.213545455
disruptions,-2,6,10,1,11,5.893181818
victimizing,-3,6,10,1,11,4.720363636
disappoints,-2,4,9,1,11,6.016
disinclined,-2,6,9,1,11,6.248909091
contentious,-2,6,10,1,11,7.105363636
apocalyptic,-2,6,10,1,11,5.025818182
conflicting,-2,6,10,1,11,5.256818182
apologising,-1,6,8,3,11,5.470272727
apologizing,-1,6,8,3,11,4.901818182
gullibility,-2,5,9,5,11,4.569818182
willingness,2,4,8,1,11,5.928272727
prosecution,-1,6,9,1,11,6.388181818
manipulated,-1,3,9,1,11,6.107090909
infatuation,2,4,10,1,11,6.760818182
undermining,-2,3,8,3,11,5.845454545
justifiably,2,6,9,1,11,4.555636364
unbelieving,-1,5,9,1,11,5.827454545
intelligent,2,5,9,1,11,7.364636364
unstoppable,2,5,8,1,11,5.694636364
infuriating,-2,7,10,1,11,5.873363636
indignation,-2,6,10,3,11,6.558454545
inspiration,2,4,10,3,11,6.669909091
inquisitive,2,7,10,1,11,6.048090909
misinformed,-2,7,9,1,11,5.863363636
unconfirmed,-1,7,8,1,11,5.553363636
influential,2,8,10,3,11,6.399181818
inquisition,-2,6,10,5,11,6.100454545
unconvinced,-1,5,7,1,11,5.543181818
unfulfilled,-2,5,7,3,11,4.792454545
incompetent,-2,5,10,1,11,7.145818182
unsupported,-2,3,6,1,11,5.632272727
improvement,2,7,10,1,11,6.308
opportunity,2,4,7,5,11,5.583454545
immobilized,-1,3,8,3,11,5.069363636
hooliganism,-2,4,8,5,11,5.884454545
humiliation,-3,2,8,7,11,6.150909091
monopolized,-2,1,8,5,11,5.602272727
monopolizes,-2,1,9,5,11,5.790818182
exaggerating,-2,2,10,-8,12,6.390916667
catastrophic,-4,2,10,-4,12,6.235
affectionate,3,2,9,-6,12,7.359166667
breathtaking,5,4,9,-4,12,6.43525
greenwashers,-3,4,9,-8,12,7.34325
greenwashing,-3,4,9,-4,12,6.569416667
strengthened,2,6,8,-6,12,7.866
breakthrough,3,7,10,-2,12,5.71925
accidentally,-2,5,8,-2,12,5.970666667
brainwashing,-3,4,10,-2,12,5.669916667
fainthearted,-2,4,9,-6,12,7.67725
exhilarating,3,4,11,-2,12,6.420333333
disregarding,-2,4,11,-6,12,6.03225
embarrassing,-2,4,9,-6,12,6.107666667
disadvantage,-2,4,11,-8,12,6.483333333
entertaining,2,4,10,-2,12,7.822
disrespected,-2,4,9,-8,12,7.1655
dissatisfied,-2,6,9,-6,12,6.7115
enterprising,1,8,11,-2,12,7.01125
foreclosures,-2,6,9,-4,12,6.40325
antagonistic,-2,6,11,-2,12,6.708916667
questionable,-2,6,11,-2,12,6.5455
disqualified,-2,8,10,-2,12,5.4755
totalitarian,-2,7,11,-2,12,7.489083333
discontented,-2,6,10,-4,12,7.425166667
disconsolate,-2,6,10,-2,12,6.864
disheartened,-2,6,9,-6,12,7.9965
disorganized,-2,6,9,-4,12,5.997166667
enthusiastic,3,8,10,-2,12,6.995833333
significance,1,8,10,-2,12,5.949916667
congratulate,2,4,10,-4,12,6.580916667
appreciating,2,6,9,-2,12,6.117916667
apprehensive,-2,8,10,-2,12,6.936
overreaction,-2,2,10,-4,12,7.2575
irreversible,-1,5,10,-6,12,6.90175
masterpieces,4,3,9,-6,12,7.33775
irresistible,2,7,10,-4,12,7.12525
heavyhearted,-2,3,8,-6,12,7.406333333
perpetrators,-2,5,10,-6,12,7.278
unresearched,-2,3,9,-6,12,7.2675
interrogated,-2,3,9,-6,12,7.595583333
unacceptable,-2,5,8,-4,12,6.10925
unbelievable,-1,5,10,-2,12,6.229833333
indifference,-2,5,9,-4,12,6.917833333
motherfucker,-5,7,10,-2,12,5.915083333
indoctrinate,-2,5,10,-2,12,7.245
lighthearted,1,5,9,-4,12,7.25975
hopelessness,-2,5,9,-2,12,7.4765
astoundingly,3,5,10,2,12,5.5455
accomplished,2,4,9,0,12,5.495
accomplishes,2,4,10,0,12,5.667833333
explorations,1,4,10,0,12,6.422666667
disappointed,-2,4,9,0,12,6.400333333
anticipation,1,7,11,2,12,6.755
appreciation,2,5,9,0,12,6.575583333
singleminded,-2,6,9,0,12,6.34275
interrupting,-2,5,10,0,12,6.41
misreporting,-2,5,10,0,12,6.216416667
infringement,-2,7,10,0,12,6.772916667
invulnerable,2,5,11,0,12,6.108333333
incompetence,-2,5,10,0,12,7.086
dehumanizing,-2,6,8,2,12,5.491583333
condemnation,-2,5,9,2,12,6.799416667
contemptuous,-2,6,11,2,12,5.961416667
conciliating,2,6,11,2,12,5.894166667
enlightening,2,6,11,2,12,6.899
oversimplify,-2,4,11,2,12,4.999583333
manipulating,-1,5,11,4,12,5.496083333
manipulation,-1,4,11,6,12,5.95375
interruption,-2,4,10,2,12,6.867666667
inconvenient,-2,7,11,2,12,7.22125
intimidating,-2,5,11,2,12,6.359583333
intimidation,-2,4,11,4,12,6.81725
unemployment,-2,5,8,6,12,5.913583333
hypocritical,-2,6,10,2,12,5.352916667
monopolizing,-2,3,10,8,12,5.033333333
assassination,-3,3,10,-3,13,7.215538462
strengthening,2,6,10,-3,13,7.166692308
gratification,2,5,11,-3,13,6.354769231
demonstration,-1,3,10,-1,13,7.187076923
embarrassment,-2,6,10,-7,13,6.805769231
disadvantaged,-2,4,11,-9,13,6.311769231
substantially,1,7,11,-1,13,5.776076923
sleeplessness,-2,6,9,-5,13,7.628538462
controversial,-2,7,11,-3,13,6.518461538
compassionate,2,4,11,-1,13,6.660923077
comprehensive,2,8,12,-1,13,6.602384615
sophisticated,2,4,11,-3,13,6.779384615
overstatement,-2,5,12,-7,13,7.953461538
heartbreaking,-3,3,8,-5,13,6.681230769
irresponsible,2,7,11,-1,13,6.589692308
lackadaisical,-2,8,12,-3,13,5.505076923
pseudoscience,-3,9,11,-3,13,6.652769231
ineffectively,-2,4,10,-3,13,6.312153846
underestimate,-1,3,10,-5,13,7.679307692
incapacitated,-2,5,11,-5,13,6.749384615
indoctrinated,-2,5,10,-3,13,7.014846154
indoctrinates,-2,5,11,-3,13,7.174384615
outmaneuvered,-2,7,11,-3,13,6.825
misunderstand,-2,5,10,-3,13,6.361538462
misunderstood,-2,5,9,-1,13,6.369076923
unappreciated,-2,5,8,-3,13,6.472846154
inconsiderate,-2,5,11,-3,13,7.454846154
uncomfortable,-2,7,10,-1,13,5.643538462
disappointing,-2,6,11,3,13,5.813769231
encouragement,2,8,12,-3,13,7.098615385
disillusioned,-2,6,10,3,13,6.140307692
vulnerability,-2,5,12,1,13,5.526538462
insensitivity,-2,10,12,1,13,6.752461538
motherfucking,-5,7,10,1,13,5.232461538
insignificant,-2,9,12,1,13,6.052769231
inspirational,2,6,12,3,13,6.581615385
inconvenience,-2,7,11,1,13,7.160230769
unintelligent,-2,5,10,3,13,6.962923077
opportunities,2,5,9,3,13,6.572230769
misinformation,-2,8,13,4,14,6.141928571
unprofessional,-2,6,11,2,14,6.137714286
assassinations,-3,4,11,-4,14,7.152071429
overstatements,-2,5,13,-8,14,7.837285714
underestimated,-1,3,10,-6,14,7.434571429
underestimates,-1,3,11,-6,14,7.582714286
indestructible,2,7,11,-4,14,6.558642857
misunderstands,-2,5,11,-4,14,6.359071429
misinterpreted,-2,5,12,-4,14,7.413428571
congratulation,2,5,12,0,14,6.249357143
oversimplified,-2,5,12,0,14,5.853
oversimplifies,-2,5,13,0,14,6.001142857
indoctrinating,-2,7,12,0,14,6.426285714
disconsolation,-2,7,12,2,14,6.492
disappointment,-2,8,12,2,14,6.483
contemptuously,-2,7,13,4,14,5.538285714
disappointments,-2,8,13,1,15,6.4726
totalitarianism,-2,9,14,-1,15,7.037866667
congratulations,2,6,13,-1,15,6.254533333
controversially,-2,7,12,-1,15,6.049266667
underestimating,-1,5,12,-3,15,6.857266667
unsophisticated,-2,5,12,-1,15,6.509266667
misunderstanding,-2,7,13,-2,16,6.151875
misrepresentation,-2,6,16,-3,17,7.546176471
oversimplification,-2,6,17,2,18,5.900777778